id	name	def	synonyms	is_a	xrefs
CHEMONTID:0003499	Benzofuran-5-C-glycosides	"Benzofurans that a C-glycosylated at the 5-position. Benzofurans are organic compounds containing a benzene ring fused to a furan."" []"	"['benzofurans"" RELATED ChEBI_TERM [CHEBI:35259]', 'C-glycosyl compound"" RELATED ChEBI_TERM [CHEBI:20857]']"	CHEMONTID:0002204	
CHEMONTID:0003500	Benzofuran-5-O-glycosides	"Benzofurans that a O-glycosylated at the 2-position. Benzofurans are organic compounds containing a benzene ring fused to a furan."" []"	"['benzofurans"" RELATED ChEBI_TERM [CHEBI:35259]', 'glycoside"" RELATED ChEBI_TERM [CHEBI:24400]']"	CHEMONTID:0002207	
CHEMONTID:0003501	3-prenylated flavones	"Flavones that features a C5-isoprenoid substituent at the 3-position."" [PMID:15790308]"	"['3-Prenylflavones"" RELATED CHEMONT_TERM []', 'flavones"" RELATED ChEBI_TERM [CHEBI:24043]', 'Flavones and Flavonols"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PK1211]']"	CHEMONTID:0001615	"['PMID:15790308 ""Botta B et al (2005). Prenylated flavonoids: pharmacology and biotechnology. Curr Med Chem., 12(6):717-39.']"
CHEMONTID:0003502	3'-prenylated flavones	"Flavones that features a C5-isoprenoid substituent at the 3'-position."" [PMID:15790308]"	"['3\'-Prenylflavones"" RELATED CHEMONT_TERM []', 'flavones"" RELATED ChEBI_TERM [CHEBI:24043]', 'Flavones and Flavonols"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PK1211]']"	CHEMONTID:0001615	"['PMID:15790308 ""Botta B et al (2005). Prenylated flavonoids: pharmacology and biotechnology. Curr Med Chem., 12(6):717-39.']"
CHEMONTID:0003503	6-prenylated flavones	"Flavones that features a C5-isoprenoid substituent at the 6-position."" [PMID:15790308]"	"['6-Prenylflavones"" RELATED CHEMONT_TERM []', 'flavones"" RELATED ChEBI_TERM [CHEBI:24043]', 'Flavones and Flavonols"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PK1211]']"	CHEMONTID:0001615	"['PMID:15790308 ""Botta B et al (2005). Prenylated flavonoids: pharmacology and biotechnology. Curr Med Chem., 12(6):717-39.']"
CHEMONTID:0003504	8-prenylated flavones	"Flavones that features a C5-isoprenoid substituent at the 8-position."" [PMID:15790308]"	"['8-Prenylflavones"" RELATED CHEMONT_TERM []', 'flavones"" RELATED ChEBI_TERM [CHEBI:24043]', 'Flavones and Flavonols"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PK1211]']"	CHEMONTID:0001615	"['PMID:15790308 ""Botta B et al (2005). Prenylated flavonoids: pharmacology and biotechnology. Curr Med Chem., 12(6):717-39.']"
CHEMONTID:0003505	3-prenylated flavanones	"Flavanones that features a C5-isoprenoid substituent at the 3-position."" [PMID:15790308]"	"['3-prenylflavanones"" RELATED CHEMONT_TERM []', 'a 3-prenylated flavanone"" RELATED CHEMONT_TERM []', 'a C-3prenylaflavanone"" RELATED CHEMONT_TERM []', 'C-3 prenylated flavanones"" RELATED CHEMONT_TERM []', 'flavanones"" RELATED ChEBI_TERM [CHEBI:28863]', 'Flavans, Flavanols and Leucoanthocyanidins"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PK1202]']"	CHEMONTID:0003639	"['PMID:15790308 ""Botta B et al (2005). Prenylated flavonoids: pharmacology and biotechnology. Curr Med Chem., 12(6):717-39.']"
CHEMONTID:0003506	3'-prenylated flavanones	"Flavanones that features a C5-isoprenoid substituent at the 3'-position."" [PMID:15790308]"	"['3\'-prenylflavanones"" RELATED CHEMONT_TERM []', 'a 3\'-prenylated flavanone"" RELATED CHEMONT_TERM []', 'a 3\'-prenylflavanone"" RELATED CHEMONT_TERM []', 'C-3\' prenylated flavanones"" RELATED CHEMONT_TERM []', 'flavanones"" RELATED ChEBI_TERM [CHEBI:28863]', 'Flavans, Flavanols and Leucoanthocyanidins"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PK1202]']"	CHEMONTID:0003643	"['PMID:15790308 ""Bruno Botta et al (2005). Prenylated Flavonoids: Pharmacology and Biotechnology. Current Medicinal Chemistry,  12, 713-739.']"
CHEMONTID:0003507	6-prenylated flavanones	"Flavanones that features a C5-isoprenoid substituent at the 6-position."" [PMID:15790308]"	"['flavanones"" RELATED ChEBI_TERM [CHEBI:28863]', 'Flavans, Flavanols and Leucoanthocyanidins"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PK1202]']"	CHEMONTID:0003646	"['PMID:15790308 ""Botta B et al (2005). Prenylated flavonoids: pharmacology and biotechnology. Curr Med Chem., 12(6):717-39.']"
CHEMONTID:0003508	8-prenylated flavanones	"Flavanones that features a C5-isoprenoid substituent at the 8-position."" [PMID:15790308]"	"['flavanones"" RELATED ChEBI_TERM [CHEBI:28863]', 'Flavans, Flavanols and Leucoanthocyanidins"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PK1202]']"	CHEMONTID:0003642	"['PMID:15790308 ""Botta B et al (2005). Prenylated flavonoids: pharmacology and biotechnology. Curr Med Chem., 12(6):717-39.']"
CHEMONTID:0003509	3-prenylated chalcones	"Chalcones featuring a C5-isoprenoid unit at the 3-position."" []"	"['3-prenylchalcones"" RELATED CHEMONT_TERM []', 'chalcones"" BROAD ChEBI_TERM [CHEBI:23086]', 'Chalcones and dihydrochalcones"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PK1212]']"	CHEMONTID:0001630	"['PMID:15790308 ""Botta B et al (2005). Prenylated flavonoids: pharmacology and biotechnology. Curr Med Chem., 12(6):717-39.']"
CHEMONTID:0003510	3'-prenylated chalcones	"Chalcones featuring a C5-isoprenoid unit at the 3'-position."" []"	"['3\'-prenylchalcones"" RELATED CHEMONT_TERM []', 'chalcones"" BROAD ChEBI_TERM [CHEBI:23086]', 'Chalcones and dihydrochalcones"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PK1212]']"	CHEMONTID:0001630	"['PMID:15790308 ""Botta B et al (2005). Prenylated flavonoids: pharmacology and biotechnology. Curr Med Chem., 12(6):717-39.']"
CHEMONTID:0003511	4-prenylated 2-arybenzofurans	"2-arylbenzofuran flavonoids featuring a C5-isoprenoid unit at the 4-position."" [PMID:19147162]"	"['benzofurans"" RELATED ChEBI_TERM [CHEBI:35259]']"	CHEMONTID:0003405	"['PMID:19147162 ""Kapche GD et al (2009). Prenylated arylbenzofuran derivatives from Morus mesozygia with antioxidant activity. Phytochemistry. ;70(2):216-21']"
CHEMONTID:0003512	3'-prenylated isoflavones	"Isoflavones featuring a C5-isoprenoid unit at the 3'-position."" [PMID:21477824]"	"['3\'-prenylisoflavones"" RELATED CHEMONT_TERM []', 'isoflavones"" RELATED ChEBI_TERM [CHEBI:38757]']"	CHEMONTID:0000494	
CHEMONTID:0003513	6-prenylated isoflavones	"Isoflavones featuring a C5-isoprenoid unit at the 6-position."" [PMID:17666841]"	"['6-prenylisoflavones"" RELATED CHEMONT_TERM []', 'isoflavones"" RELATED ChEBI_TERM [CHEBI:38757]']"	CHEMONTID:0000494	"['PMID:17666841 ""Chen SG et al (2007). Prenylisoflavone derivatives from the roots of Hedysarum scoparium. Chem Pharm Bull (Tokyo). ;55(8):1181-4.']"
CHEMONTID:0003514	8-prenylated isoflavones	"Isoflavones featuring a C5-isoprenoid unit at the 8-position."" [PMID:17666841]"	"['8-prenylisoflavones"" RELATED CHEMONT_TERM []', 'isoflavones"" RELATED ChEBI_TERM [CHEBI:38757]']"	CHEMONTID:0000494	"['PMID:17666841 ""Chen SG et al (2007). Prenylisoflavone derivatives from the roots of Hedysarum scoparium. Chem Pharm Bull (Tokyo). ;55(8):1181-4.']"
CHEMONTID:0003515	7-prenylated 2-arybenzofurans	"2-arylbenzofuran flavonoids featuring a C5-isoprenoid unit at the 7-position."" [PMID:19147162]"	"['benzofurans"" RELATED ChEBI_TERM [CHEBI:35259]']"	CHEMONTID:0003405	"['PMID:19147162 ""Kapche GD et al (2009). Prenylated arylbenzofuran derivatives from Morus mesozygia with antioxidant activity. Phytochemistry. ;70(2):216-21']"
CHEMONTID:0003516	4'-prenylated 2-arybenzofurans	"2-arylbenzofuran flavonoids featuring a C5-isoprenoid unit at the 4'-position."" [PMID:12490217]"	"['benzofurans"" BROAD ChEBI_TERM [CHEBI:35259]']"	CHEMONTID:0003405	
CHEMONTID:0003517	2-prenylated xanthones	"Organic compounds containing a C5-isoprenoid group linked to a xanthone moiety at the 2-position. Xanthone is a tricyclic compound made up of two benzene rings linearly fused to each other through a pyran ring that carries a ketone group."" []"	"['xanthones"" RELATED ChEBI_TERM [CHEBI:51149]']"	CHEMONTID:0000204	
CHEMONTID:0003518	4-prenylated xanthones	"Organic compounds containing a C5-isoprenoid group linked to a xanthone moiety at the 4-position. Xanthone is a tricyclic compound made up of two benzene rings linearly fused to each other through a pyran ring that carries a ketone group."" []"	"['xanthones"" RELATED ChEBI_TERM [CHEBI:51149]']"	CHEMONTID:0000204	
CHEMONTID:0003519	8-prenylated xanthones	"Organic compounds containing a C5-isoprenoid group linked to a xanthone moiety at the 8-position. Xanthone is a tricyclic compound made up of two benzene rings linearly fused to each other through a pyran ring that carries a ketone group."" []"	"['xanthones"" RELATED ChEBI_TERM [CHEBI:51149]']"	CHEMONTID:0000204	
CHEMONTID:0003520	Pyranoflavonoids	"Compounds containing a pyran ring fused to a 2-phenyl-1,4-benzopyran skeleton."" []"	"['a pyranoflavonoid"" RELATED CHEMONT_TERM []', 'extended flavonoid"" RELATED ChEBI_TERM [CHEBI:71037]', 'Flavonoids"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PK12]']"	CHEMONTID:0000334	
CHEMONTID:0003521	Pyranoxanthones	"Organic aromatic compounds containing a pyran or a hydrogenated derivative fused to a xanthone ring system."" [PMID:24113365]"	"['pyranoxanthones"" RELATED ChEBI_TERM [CHEBI:71238]']"	CHEMONTID:0000204	
CHEMONTID:0003522	2,2-dimethyl-1-benzopyrans	"Organic compounds containing a 1-benzopyran moiety that carries two methyl groups at the 2-position."" []"	"['1-benzopyran"" RELATED ChEBI_TERM [CHEBI:38443]']"	CHEMONTID:0003410	
CHEMONTID:0003523	Meta,para-diphenylether diarylheptanoids	"Cyclic diarylheptanoids where the two benzene rings are linked to each other by an ether group conjugated to the 3-position of one benzene ring and the 4-position of the other ring."" [ISSN:1307-6167]"	"['diarylheptanoid"" RELATED ChEBI_TERM [CHEBI:78802]', 'Diarylheptanoids"" BROAD MeSH_TERM [MESH:D02.455.326.146.485.222]', 'm,p-Cyclophanes"" RELATED CHEMONT_TERM []', 'Metaparacyclophanes"" RELATED CHEMONT_TERM []']"	CHEMONTID:0002652	"['ISSN:1307-6167 ""Haining Lv and Gaimei She (2012). Naturally Occurring Diarylheptanoids - A Supplementary Version. Rec. Nat. Prod. 6:4, 321-333']"
CHEMONTID:0003524	Meta,meta-bridged biphenyls	"Cyclic diarylheptanoids where the two aryl groups are linked to each other by an ether group conjugated to their 3-position."" [ISSN:1307-6167]"	"['biphenyls"" RELATED ChEBI_TERM [CHEBI:22888]', 'Diarylheptanoids"" BROAD MeSH_TERM [MESH:D02.455.326.146.485.222]', 'Metametacyclophanes"" RELATED CHEMONT_TERM []']"	CHEMONTID:0002652	"['ISSN:1307-6167 ""Haining Lv and Gaimei She (2012). Naturally Occurring Diarylheptanoids - A Supplementary Version. Rec. Nat. Prod. 6:4, 321-333']"
CHEMONTID:0003525	3'-prenylated isoflavanones	"Isoflavanones featuring a C5-isoprenoid unit at the 3'-position."" []"	"['3-prenylisoflavanones"" RELATED CHEMONT_TERM []', 'isoflavanones"" RELATED ChEBI_TERM [CHEBI:38741]']"	CHEMONTID:0001827	
CHEMONTID:0003526	6-prenylated isoflavanones	"Isoflavanones featuring a C5-isoprenoid unit at the 6-position."" []"	"['6-prenylisoflavanones"" RELATED CHEMONT_TERM []', 'isoflavanones"" RELATED ChEBI_TERM [CHEBI:38741]']"	CHEMONTID:0001827	
CHEMONTID:0003527	8-prenylated isoflavanones	"Isoflavanones featuring a C5-isoprenoid unit at the 8-position."" []"	"['8-prenylisoflavanones"" RELATED CHEMONT_TERM []', 'isoflavanones"" RELATED ChEBI_TERM [CHEBI:38741]']"	CHEMONTID:0001827	
CHEMONTID:0003528	Rotenones	"Rotenoids with a structure based on a 6a,12a-dihydrochromeno[3,4-b]chromen-12(6H)-one skeleton."" []"	"['rotenones"" RELATED ChEBI_TERM [CHEBI:72581]']"	CHEMONTID:0001607	
CHEMONTID:0003529	Furo[2,3-b]chromones	"Polycyclic aromatic compounds containing a furan ring fused to a 1-benzopyran-4-one ring system to form a furo[2,3-b]chromone skeleton."" []"	"['chromones"" RELATED ChEBI_TERM [CHEBI:23238]']"	CHEMONTID:0001735	
CHEMONTID:0003530	Pyranoisoflavonoids	"Isoflavonoids that contain a pyran ring fused to either of the A, B, or C ring of the isoflavonoid skeleton."" [DOI:10.1039/P19780000137]"	"['Flavonoids"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PK12]', 'isoflavonoid"" BROAD ChEBI_TERM [CHEBI:50753]']"	CHEMONTID:0002506	
CHEMONTID:0003531	Flavonoid-3-O-glycosides	"Phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to carbohydrate moiety at the C3-position."" []"	"['Flavonoids"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PK12]', 'flavonoids"" BROAD ChEBI_TERM [CHEBI:72544]', 'glycoside"" RELATED ChEBI_TERM [CHEBI:24400]']"	CHEMONTID:0001583	
CHEMONTID:0003532	Flavonoid-3-O-glucuronides	"Phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to glucuronic acid at the C3-position."" []"	"['flavonoids"" RELATED ChEBI_TERM [CHEBI:72544]', 'Flavonoids"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PK12]', 'glucosiduronic acid"" RELATED ChEBI_TERM [CHEBI:24302]']"	CHEMONTID:0002934	
CHEMONTID:0003533	Flavonoid-7-O-glycosides	"Phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to carbohydrate moiety at the C7-position."" []"	"['Flavonoids"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PK12]', 'flavonoids"" BROAD ChEBI_TERM [CHEBI:72544]', 'glycoside"" RELATED ChEBI_TERM [CHEBI:24400]']"	CHEMONTID:0001583	
CHEMONTID:0003534	Flavonoid-7-O-glucuronides	"Phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to glucuronic acid at the C7-position."" []"	"['flavonoids"" RELATED ChEBI_TERM [CHEBI:72544]', 'Flavonoids"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PK12]', 'glucosiduronic acid"" RELATED ChEBI_TERM [CHEBI:24302]']"	CHEMONTID:0002934	
CHEMONTID:0003535	Flavonoid 8-C-glycosides	"Compounds containing a carbohydrate moiety which is C-glycosidically linked to 8-position of a 2-phenylchromen-4-one flavonoid backbone."" []"	"['C-8 flavonoid glycosides"" RELATED CHEMONT_TERM []', 'C-glycosyl compound"" BROAD ChEBI_TERM [CHEBI:20857]', 'Flavonoids"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PK12]', 'flavonoids"" BROAD ChEBI_TERM [CHEBI:72544]']"	CHEMONTID:0001737	
CHEMONTID:0003536	Dinaphthofurans	"Organic aromatic compounds that contain two naphthalene moieties fused to each other through a furan ring. Furan is a 5 membered- ring aromatic ring with four carbon and one oxygen atoms. Naphthalene is a polycyclic aromatic hydrocarbon  made up of two fused benzene rings."" []"	"['oxacycle"" RELATED ChEBI_TERM [CHEBI:38104]']"	CHEMONTID:0001634	
CHEMONTID:0003537	Dinaphtho[2,1-b;2',3'-d]furans	"Organic aromatic compounds that contain two naphthalene moieties fused to each other through a furan ring to form a dinaphtho[2,1-b;2',3'-d]furan skeleton."" []"	"['oxacycle"" RELATED ChEBI_TERM [CHEBI:38104]']"	CHEMONTID:0003536	
CHEMONTID:0003538	Gallic acids	"Organic compounds that contain a 3,4,5-trihydroxybenzoic acid moiety."" []"	"['carbonyl compound"" RELATED ChEBI_TERM [CHEBI:36586]']"	CHEMONTID:0001251	
CHEMONTID:0003539	Galloyl esters	"Organic compounds that contain an ester derivative of 3,4,5-trihydroxybenzoic acid."" [DOI:10.1016/j.carres.2008.10.024]"	"['gallate ester"" RELATED ChEBI_TERM [CHEBI:37576]']"	CHEMONTID:0001251	
CHEMONTID:0003540	Flavonoid-8-O-glycosides	"Phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to carbohydrate moiety at the C8-position."" []"	"['Flavonoids"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PK12]', 'flavonoids"" BROAD ChEBI_TERM [CHEBI:72544]', 'glycoside"" RELATED ChEBI_TERM [CHEBI:24400]']"	CHEMONTID:0001583	
CHEMONTID:0003541	Flavonoid-8-O-glucuronides	"Phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to glucuronic acid at the C8-position."" []"	"['flavonoids"" RELATED ChEBI_TERM [CHEBI:72544]', 'Flavonoids"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PK12]', 'glucosiduronic acid"" RELATED ChEBI_TERM [CHEBI:24302]']"	CHEMONTID:0002934	
CHEMONTID:0003542	Furanochalcones	"Compounds containing a furan ring fused to either ring of a chalcone moiety."" [DOI:10.1007/s00044-011-9583-7]"	"['chalcones"" BROAD ChEBI_TERM [CHEBI:23086]', 'Chalcones and dihydrochalcones"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PK1212]']"	CHEMONTID:0001630	"['DOI:10.1007/s00044-011-9583-7 ""R. Ranga Rao w al (2012). Synthesis of antihyperglycemic, alpha-glucosidase inhibitory, and DPPH free radical scavenging furanochalcones. Med Chem Res 21:760–774']"
CHEMONTID:0003543	Pyranochromenes	"Organic heterocyclic compounds containing a pyran ring fused to a chromene (1-benzopyran) moiety."" []"	"['chromenes"" RELATED ChEBI_TERM [CHEBI:23232]', 'Pyrano-1-benzofurans"" RELATED CHEMONT_TERM []']"	CHEMONTID:0003410	
CHEMONTID:0003544	Methyl-branched fatty acids	"Fatty acids with an acyl chain that has a methyl branch. Usually, they are saturated and contain only one or more methyl group. However, branches other than methyl may be present."" []"	"['Branched fatty acids"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:FA0102]', 'methyl-branched fatty acid"" RELATED ChEBI_TERM [CHEBI:62499]']"	CHEMONTID:0000338	
CHEMONTID:0003545	Himachalane and lippifoliane sesquiterpenoids	"Sesquiterpenoids with a structure based on either the himachalane or the lippifoliane skeleton."" [ISBN:9780412466205]"	"['Lippifoliane and himachalane sesquiterpenoids"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:PR010348]', 'Sesquiterpenes"" BROAD MeSH_TERM [MESH:D02.455.849.765]', 'sesquiterpenoid"" RELATED ChEBI_TERM [CHEBI:26658]']"	CHEMONTID:0001550	"['ISBN:9780412466205 ""John Buckingham (1993). Dictionary of Natural Products. Chapman and Hall/CRC; 1 edition (Dec 2 1993)']"
CHEMONTID:0003546	Jatropholane and crotopholane diterpenoids	"Diterpenoids with a structure based either on the jatropholane or the crotopholane skeleton. Jatropholanes arise by 5,13- and 6,10-cyclisation of a casbane precursor. Subsequent cleavage of the 2,15-cyclopropane bond affords crotofolane."" [ISBN:9780412466205]"	"['Diterpenes"" BROAD MeSH_TERM [MESH:D02.455.849.291]', 'diterpenoid"" RELATED ChEBI_TERM [CHEBI:23849]', 'Jatropholane and secojatropholane diterpenoids"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:PR010434]']"	CHEMONTID:0001551	"['DOI:10.1016/j.cattod.2014.03.033 ""Vicente Cortés Corberán et al (2014). Heterogeneous selective oxidation of fatty alcohols: Oxidation of 1-tetradecanol as a model substrate.', 'ISBN:9780412466205 ""John Buckingham (1993). Dictionary of Natural Products. Chapman and Hall/CRC; 1 edition (Dec 2 1993)']"
CHEMONTID:0003547	Fusicoccane diterpenoids	"Diterpenoids with a structure based on a 20-carbon dicyclopenta[a,d]cyclooctane  skeleton  (5->8->5 ring system) known as fusicoccane."" [DOI:10.1007/BF00210706, ISBN:9780412466205]"	"['Diterpenes"" BROAD MeSH_TERM [MESH:D02.455.849.291]', 'diterpenoid"" RELATED ChEBI_TERM [CHEBI:23849]', 'Fusicoccane diterpenoids"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:PR010435]']"	CHEMONTID:0001551	"['ISBN:9780412466205 ""John Buckingham (1993). Dictionary of Natural Products. Chapman and Hall/CRC; 1 edition (Dec 2 1993)']"
CHEMONTID:0003548	Valparane and mulinane diterpenoids	"Diterpenoids with a structure based on either the valparane or mulinane skeleton. Valparane and mulinane are tricyclic compounds containing a tetradecahydrocyclohepta[e]indene skeleton. Valparane carries a 1-methylethyl at the 3-position, as well as three methyl groups at the 5a-, 8-, and 10b-position of the ring system. Mulinane carries a 1-methylethyl at the 3-position, as well as three methyl groups at the 3a-, 5a-, and 8-position of the ring system."" [ISBN:9780412466205]"	"['Diterpenes"" BROAD MeSH_TERM [MESH:D02.455.849.291]', 'diterpenoid"" RELATED ChEBI_TERM [CHEBI:23849]', 'Valparane and mulinane diterpenoids"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:PR010436]']"	CHEMONTID:0001551	"['ISBN:9780412466205 ""John Buckingham (1993). Dictionary of Natural Products. Chapman and Hall/CRC; 1 edition (Dec 2 1993)']"
CHEMONTID:0003549	Bicyclogermacrane and isolepidozane sesquiterpenoids	"Sesquiterpenoids with a structure based either on the bicyclogermacrane (3,7,11,11-tetramethylbicyclo[8.1.0]undecane, 9CI) skeleton or the isolepidozane skeleton."" [DOI:10.1016/0031-9422(96)00257-9, ISBN:9780412466205]"	"['Lepidozanes and bicyclogermacrane sesquiterpenoids"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:PR010310]', 'Sesquiterpenes"" BROAD MeSH_TERM [MESH:D02.455.849.765]', 'sesquiterpenoid"" RELATED ChEBI_TERM [CHEBI:26658]']"	CHEMONTID:0001550	"['ISBN:9780412466205 ""John Buckingham (1993). Dictionary of Natural Products. Chapman and Hall/CRC; 1 edition (Dec 2 1993)']"
CHEMONTID:0003550	Pachydictyane and cneorubin diterpenoids	"Diterpenoids with a structure that is based either on the pachydictyane or the cneorubin skeleton. Pachydictyane is a bicyclic compound consisting of a guaiane skeleton that carries a prenyl group attached to the C12 carbon atom. Cneorubin is a tricyclic compound consisting of a cycloprop[e]azulene where the cyclopropane carries a methyl group and a 4-methylpentyl group."" [ISBN:9780412466205]"	"['Diterpenes"" BROAD MeSH_TERM [MESH:D02.455.849.291]', 'diterpenoid"" RELATED ChEBI_TERM [CHEBI:23849]', 'Pachydictyane and cneorubin diterpenoids"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:PR010447]']"	CHEMONTID:0001551	"['ISBN:9780412466205 ""John Buckingham (1993). Dictionary of Natural Products. Chapman and Hall/CRC; 1 edition (Dec 2 1993)']"
CHEMONTID:0003551	Anthocyanin-3'-O-glycosides	"Phenolic compounds containing one anthocyanidin moiety which is O-glycosidically linked to a carbohydrate moiety at the C3'-position."" []"	"['anthocyanidin glycoside"" RELATED ChEBI_TERM [CHEBI:71583]']"	CHEMONTID:0001361	
CHEMONTID:0003552	Anthocyanin-4'-O-glycosides	"Phenolic compounds containing one anthocyanidin moiety which is O-glycosidically linked to a carbohydrate moiety at the C4'-position."" []"	"['anthocyanidin glycoside"" RELATED ChEBI_TERM [CHEBI:71583]']"	CHEMONTID:0001361	
CHEMONTID:0003553	Anthocyanidin 7-O-2-p-coumaroyl glycosides	"Anthocyanidin 7-O-glycosides where the carbohydrate moiety is esterified at the C2 position (of the sugar unit) with a p-coumaric acid. P-coumaric acid is an organic derivative of cinnamic acid, that carries a hydroxyl group at the 4-position of the benzene ring."" []"	"['Anthocyanidin 7-O-(2-O-p-coumaroyl)glycosides"" RELATED CHEMONT_TERM []', 'anthocyanidin glycoside"" RELATED ChEBI_TERM [CHEBI:71583]', 'Anthocyanidins"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PK1201]']"	CHEMONTID:0003556	
CHEMONTID:0003554	Anthocyanidin 7-O-6-p-coumaroyl glycosides	"Anthocyanidin 7-O-glycosides where the carbohydrate moiety is esterified at the C6 position with a p-coumaric acid. P-coumaric acid is an organic derivative of cinnamic acid, that carries a hydroxyl group at the 4-position of the benzene ring."" []"	"['Anthocyanidin 7-O-(6-O-p-coumaroyl)glycosides"" RELATED CHEMONT_TERM []', 'anthocyanidin glycoside"" RELATED ChEBI_TERM [CHEBI:71583]', 'Anthocyanidins"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PK1201]']"	CHEMONTID:0003556	
CHEMONTID:0003555	Anthocyanidin-7-O-Glycosides	"Phenolic compounds containing one anthocyanidin moiety which is O-glycosidically linked to a carbohydrate moiety at the C7-position."" []"	"['anthocyanidin glycoside"" RELATED ChEBI_TERM [CHEBI:71583]', 'Anthocyanidins"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PK1201]']"	CHEMONTID:0001361	
CHEMONTID:0003556	Anthocyanidin 7-O-p-coumaroyl glycosides	"Anthocyanidin 7-O-glycosides where the carbohydrate moiety is esterified with a p-coumaric acid. P-coumaric acid is an organic derivative of cinnamic acid, that carries a hydroxyl group at the 4-position of the benzene ring."" []"	"['anthocyanidin glycoside"" RELATED ChEBI_TERM [CHEBI:71583]', 'Anthocyanidins"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PK1201]']"	CHEMONTID:0003680	
CHEMONTID:0003557	19-oxosteroids	"Steroid derivatives carrying a C=O group at the 19-position of the steroid skeleton."" []"	"['19-oxo steroid"" RELATED ChEBI_TERM [CHEBI:38149]', 'Sterol Lipids"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:ST]']"	CHEMONTID:0001194	
CHEMONTID:0003558	17-oxosteroids	"Steroid derivatives carrying a C=O group at the 17-position of the steroid skeleton."" []"	"['17-oxo steroid"" RELATED ChEBI_TERM [CHEBI:19168]', 'Sterol Lipids"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:ST]']"	CHEMONTID:0001194	
CHEMONTID:0003559	Elisabethane diterpenoids	"Diterpenoids with a structure based on the elisabethane skeleton, a tricyclic serrulatane derivative that is formed by connecting the C1 and C9 atom of serrulatane. This class of compounds also includes seco-elisabethane derivatives, nor-elisabethanes (resulting from the loss of one carbon atom), and bisnor-elisabethanes (resulting from the loss of two carbon atoms)."" [ISBN:3540211241]"	"['C20 isoprenoids (diterpenes)"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PR0104]', 'Diterpenes"" BROAD MeSH_TERM [MESH:D02.455.849.291]', 'diterpenoid"" RELATED ChEBI_TERM [CHEBI:23849]']"	CHEMONTID:0001551	"['ISBN:3540211241 ""J. Mulzer (2005). Natural Product Synthesis II: Targets, Methods, Concepts. Springer; 2005 edition (Feb. 11 2005)']"
